"AB_category"	"category_description"	"gene"	"gene_description"
"macrolide"	"Macrolides are a group of drugs (typically antibiotics) that have a large macrocyclic lactone ring of 12-16 carbons to which one or more deoxy sugars, usually cladinose and desosamine, may be attached. Macrolides bind to the 50S-subunit of bacterial ribosomes, inhibiting the synthesis of vital proteins."	"ErmB"	"ErmB confers the MLSb phenotype. Similar to ErmC, expression of ErmB is inducible by erythromycin. The leader peptide causes attenuation of the mRNA and stabilizes the structure preventing further translation. When erythromycin is present, it binds the leader peptide causing a change in conformation allowing for the expression of ErmB."
"streptogramin antibiotic"	"Streptogramin antibiotics are natural products produced by various members of the Streptomyces genus. These antibiotics bind to the P site of the 50S subunit of bacterial ribosomes to inhibit protein synthesis. The family consists of two subgroups, type A and type B, which are simultaneously produced by the same bacterial species in a ratio of roughly 70:30."	"ErmB"	"ErmB confers the MLSb phenotype. Similar to ErmC, expression of ErmB is inducible by erythromycin. The leader peptide causes attenuation of the mRNA and stabilizes the structure preventing further translation. When erythromycin is present, it binds the leader peptide causing a change in conformation allowing for the expression of ErmB."
"lincosamide"	"Lincosamides (e.g. lincomycin, clindamycin) are a class of drugs which bind to the 23s portion of the 50S subunit of bacterial ribosomes. This interaction inhibits early elongation of peptide chains by inhibiting the transpeptidase reaction, acting similarly to macrolides."	"ErmB"	"ErmB confers the MLSb phenotype. Similar to ErmC, expression of ErmB is inducible by erythromycin. The leader peptide causes attenuation of the mRNA and stabilizes the structure preventing further translation. When erythromycin is present, it binds the leader peptide causing a change in conformation allowing for the expression of ErmB."
"macrolide"	"Macrolides are a group of drugs (typically antibiotics) that have a large macrocyclic lactone ring of 12-16 carbons to which one or more deoxy sugars, usually cladinose and desosamine, may be attached. Macrolides bind to the 50S-subunit of bacterial ribosomes, inhibiting the synthesis of vital proteins."	"mexA"	"MexA is the membrane fusion protein of the MexAB-OprM multidrug efflux complex."
"tetracycline derivative"	"These antibiotics are derived from tetracycline, a polyketide antibiotic that inhibits the 30S subunit of bacterial ribosomes."	"mexA"	"MexA is the membrane fusion protein of the MexAB-OprM multidrug efflux complex."
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"mexA"	"MexA is the membrane fusion protein of the MexAB-OprM multidrug efflux complex."
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"mexA"	"MexA is the membrane fusion protein of the MexAB-OprM multidrug efflux complex."
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"mexB"	"MexB is the inner membrane multidrug exporter of the efflux complex MexAB-OprM."
"tetracycline derivative"	"These antibiotics are derived from tetracycline, a polyketide antibiotic that inhibits the 30S subunit of bacterial ribosomes."	"mexB"	"MexB is the inner membrane multidrug exporter of the efflux complex MexAB-OprM."
"macrolide"	"Macrolides are a group of drugs (typically antibiotics) that have a large macrocyclic lactone ring of 12-16 carbons to which one or more deoxy sugars, usually cladinose and desosamine, may be attached. Macrolides bind to the 50S-subunit of bacterial ribosomes, inhibiting the synthesis of vital proteins."	"mexB"	"MexB is the inner membrane multidrug exporter of the efflux complex MexAB-OprM."
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"mexB"	"MexB is the inner membrane multidrug exporter of the efflux complex MexAB-OprM."
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"oprM"	"OprM is an outer membrane factor protein found in Pseudomonas aeruginosa and Burkholderia vietnamiensis. It is part of the MexAB-OprM, MexVW-OprM, MexXY-OprM and the AmrAB-OprM complex."
"aminoglycoside"	"Aminoglycosides are a group of antibiotics that are mostly effective against Gram-negative bacteria. These molecules consist of aminated sugars attached to a dibasic cyclitol. Aminoglycosides work by binding to the bacterial 30S ribosomal subunit (some work by binding to the 50S subunit), inhibiting the translocation of the peptidyl-tRNA from the A-site to the P-site and also causing misreading of mRNA, leaving the bacterium unable to synthesize proteins vital to its growth."	"oprM"	"OprM is an outer membrane factor protein found in Pseudomonas aeruginosa and Burkholderia vietnamiensis. It is part of the MexAB-OprM, MexVW-OprM, MexXY-OprM and the AmrAB-OprM complex."
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"oprM"	"OprM is an outer membrane factor protein found in Pseudomonas aeruginosa and Burkholderia vietnamiensis. It is part of the MexAB-OprM, MexVW-OprM, MexXY-OprM and the AmrAB-OprM complex."
"tetracycline derivative"	"These antibiotics are derived from tetracycline, a polyketide antibiotic that inhibits the 30S subunit of bacterial ribosomes."	"oprM"	"OprM is an outer membrane factor protein found in Pseudomonas aeruginosa and Burkholderia vietnamiensis. It is part of the MexAB-OprM, MexVW-OprM, MexXY-OprM and the AmrAB-OprM complex."
"macrolide"	"Macrolides are a group of drugs (typically antibiotics) that have a large macrocyclic lactone ring of 12-16 carbons to which one or more deoxy sugars, usually cladinose and desosamine, may be attached. Macrolides bind to the 50S-subunit of bacterial ribosomes, inhibiting the synthesis of vital proteins."	"oprM"	"OprM is an outer membrane factor protein found in Pseudomonas aeruginosa and Burkholderia vietnamiensis. It is part of the MexAB-OprM, MexVW-OprM, MexXY-OprM and the AmrAB-OprM complex."
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"norA"	"NorA is a multidrug efflux pump in Staphylococcus aureus that confers resistance to fluoroquinolones and other structurally unrelated antibiotics like acriflavine. It shares 30% similarity with NorA, and is a structural homolog of Bmr of Bacillus subtilis. It is regulated by arlRS and mgrA, the latter also known as NorR."
"macrolide"	"Macrolides are a group of drugs (typically antibiotics) that have a large macrocyclic lactone ring of 12-16 carbons to which one or more deoxy sugars, usually cladinose and desosamine, may be attached. Macrolides bind to the 50S-subunit of bacterial ribosomes, inhibiting the synthesis of vital proteins."	"Erm(37)"	"Erm(37) is found in Mycobacterium species and confers the MLSb phenotype. In addition to methylation of A2058 this Erm methylates adjacent adenosines (A2057 and A2059) as well."
"streptogramin antibiotic"	"Streptogramin antibiotics are natural products produced by various members of the Streptomyces genus. These antibiotics bind to the P site of the 50S subunit of bacterial ribosomes to inhibit protein synthesis. The family consists of two subgroups, type A and type B, which are simultaneously produced by the same bacterial species in a ratio of roughly 70:30."	"Erm(37)"	"Erm(37) is found in Mycobacterium species and confers the MLSb phenotype. In addition to methylation of A2058 this Erm methylates adjacent adenosines (A2057 and A2059) as well."
"lincosamide"	"Lincosamides (e.g. lincomycin, clindamycin) are a class of drugs which bind to the 23s portion of the 50S subunit of bacterial ribosomes. This interaction inhibits early elongation of peptide chains by inhibiting the transpeptidase reaction, acting similarly to macrolides."	"Erm(37)"	"Erm(37) is found in Mycobacterium species and confers the MLSb phenotype. In addition to methylation of A2058 this Erm methylates adjacent adenosines (A2057 and A2059) as well."
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"norB"	"NorB is a multidrug efflux pump in Staphylococcus aureus that confers resistance to fluoroquinolones and other structurally unrelated antibiotics like tetracycline. It shares 30% similarity with NorB, and is a structural homolog of Blt of Bacillus subtilis. It is regulated by mgrA, also known as NorR."
"rifamycin antibiotic"	"Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs."	"rifampin phosphotransferase"	"The enzymatic inactivation of rifampin by phosphorylation at the 21-OH position."
